CIK,Issuer Name,Entity Type,Industry Group,Jurisdiction,Child Entity Name,Clarification,Source File
0001850540,Blackstone Tactical Opportunities Fund (Ticonderoga Co-Invest) (DE) L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Christopher James,Chief Operating Officer of the General Partner of the GP of the GP,https://www.sec.gov/Archives/edgar/data/1850540/000185054021000003/primary_doc.xml
0001850540,Blackstone Tactical Opportunities Fund (Ticonderoga Co-Invest) (DE) L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Christopher Striano,Chief Financial Officer of the General Partner of the GP of the GP,https://www.sec.gov/Archives/edgar/data/1850540/000185054021000003/primary_doc.xml
0001850540,Blackstone Tactical Opportunities Fund (Ticonderoga Co-Invest) (DE) L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,John Finley,Chief Legal Officer of the General Partner of the GP of the GP,https://www.sec.gov/Archives/edgar/data/1850540/000185054021000003/primary_doc.xml
0001850540,Blackstone Tactical Opportunities Fund (Ticonderoga Co-Invest) (DE) L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Omar Rehman,Chief Compliance Officer and Secretary of the General Partner of the GP of the GP,https://www.sec.gov/Archives/edgar/data/1850540/000185054021000003/primary_doc.xml
0001547559,Blackstone Tactical Opportunities Fund - A (PE) L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,N/A Blackstone Tactical Opportunities Associates L.L.C.,"The General Partner (the ""GP"") of the Issuer",https://www.sec.gov/Archives/edgar/data/1547559/000154755912000001/primary_doc.xml
0001547559,Blackstone Tactical Opportunities Fund - A (PE) L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Stephen Schwarzman,of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1547559/000154755912000001/primary_doc.xml
0001547559,Blackstone Tactical Opportunities Fund - A (PE) L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Hamilton James,of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1547559/000154755912000001/primary_doc.xml
0001547559,Blackstone Tactical Opportunities Fund - A (PE) L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,J. Hill,of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1547559/000154755912000001/primary_doc.xml
0001547559,Blackstone Tactical Opportunities Fund - A (PE) L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,John Finley,of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1547559/000154755912000001/primary_doc.xml
0001547559,Blackstone Tactical Opportunities Fund - A (PE) L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Laurence Tosi,of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1547559/000154755912000001/primary_doc.xml
0001547559,Blackstone Tactical Opportunities Fund - A (PE) L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,David Blitzer,of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1547559/000154755912000001/primary_doc.xml
0001547559,Blackstone Tactical Opportunities Fund - A (PE) L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Robert Friedman,of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1547559/000154755912000001/primary_doc.xml
0001547559,Blackstone Tactical Opportunities Fund - A (PE) L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Matthew Skurbe,of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1547559/000154755912000001/primary_doc.xml
0001547559,Blackstone Tactical Opportunities Fund - A (PE) L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,John Magliano,of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1547559/000154755912000001/primary_doc.xml
0001547559,Blackstone Tactical Opportunities Fund - A (PE) L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Kathleen Skero,of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1547559/000154755912000001/primary_doc.xml
0001547559,Blackstone Tactical Opportunities Fund - A (PE) L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Christopher James,of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1547559/000154755912000001/primary_doc.xml
0001547560,Blackstone Tactical Opportunities Fund - A (RA) L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,N/A Blackstone Tactical Opportunities Associates L.L.C.,"The General Partner (the ""GP"") of the Issuer",https://www.sec.gov/Archives/edgar/data/1547560/000154756012000001/primary_doc.xml
0001547560,Blackstone Tactical Opportunities Fund - A (RA) L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Stephen Schwarzman,of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1547560/000154756012000001/primary_doc.xml
0001547560,Blackstone Tactical Opportunities Fund - A (RA) L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Hamilton James,of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1547560/000154756012000001/primary_doc.xml
0001547560,Blackstone Tactical Opportunities Fund - A (RA) L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,J. Hill,of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1547560/000154756012000001/primary_doc.xml
0001547560,Blackstone Tactical Opportunities Fund - A (RA) L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,John Finley,of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1547560/000154756012000001/primary_doc.xml
0001547560,Blackstone Tactical Opportunities Fund - A (RA) L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Laurence Tosi,of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1547560/000154756012000001/primary_doc.xml
0001547560,Blackstone Tactical Opportunities Fund - A (RA) L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,David Blitzer,of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1547560/000154756012000001/primary_doc.xml
0001547560,Blackstone Tactical Opportunities Fund - A (RA) L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Robert Friedman,of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1547560/000154756012000001/primary_doc.xml
0001547560,Blackstone Tactical Opportunities Fund - A (RA) L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Matthew Skurbe,of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1547560/000154756012000001/primary_doc.xml
0001547560,Blackstone Tactical Opportunities Fund - A (RA) L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,John Magliano,of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1547560/000154756012000001/primary_doc.xml
0001547560,Blackstone Tactical Opportunities Fund - A (RA) L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Kathleen Skero,of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1547560/000154756012000001/primary_doc.xml
0001547560,Blackstone Tactical Opportunities Fund - A (RA) L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Christopher James,of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1547560/000154756012000001/primary_doc.xml
0001547561,Blackstone Tactical Opportunities Fund - C L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,N/A Blackstone Tactical Opportunities Associates L.L.C.,"The General Partner (the ""GP"") of the Issuer",https://www.sec.gov/Archives/edgar/data/1547561/000154756112000001/primary_doc.xml
0001547561,Blackstone Tactical Opportunities Fund - C L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Stephen Schwarzman,of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1547561/000154756112000001/primary_doc.xml
0001547561,Blackstone Tactical Opportunities Fund - C L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Hamilton James,of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1547561/000154756112000001/primary_doc.xml
0001547561,Blackstone Tactical Opportunities Fund - C L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,J. Hill,of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1547561/000154756112000001/primary_doc.xml
0001547561,Blackstone Tactical Opportunities Fund - C L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,John Finley,of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1547561/000154756112000001/primary_doc.xml
0001547561,Blackstone Tactical Opportunities Fund - C L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Laurence Tosi,of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1547561/000154756112000001/primary_doc.xml
0001547561,Blackstone Tactical Opportunities Fund - C L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,David Blitzer,of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1547561/000154756112000001/primary_doc.xml
0001547561,Blackstone Tactical Opportunities Fund - C L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Christopher James,of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1547561/000154756112000001/primary_doc.xml
0001547561,Blackstone Tactical Opportunities Fund - C L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Robert Friedman,of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1547561/000154756112000001/primary_doc.xml
0001547561,Blackstone Tactical Opportunities Fund - C L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Matthew Skurbe,of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1547561/000154756112000001/primary_doc.xml
0001547561,Blackstone Tactical Opportunities Fund - C L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,John Magliano,of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1547561/000154756112000001/primary_doc.xml
0001547561,Blackstone Tactical Opportunities Fund - C L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Kathleen Skero,of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1547561/000154756112000001/primary_doc.xml
0001671568,Blackstone Tactical Opportunities Fund - H L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,N/A Blackstone Tactical Opportunities Associates L.L.C.,"The General Partner of the Issuer (the ""GP"").",https://www.sec.gov/Archives/edgar/data/1671568/000167156816000001/primary_doc.xml
0001671568,Blackstone Tactical Opportunities Fund - H L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,N/A BTOA L.L.C.,The Sole Member of the GP.,https://www.sec.gov/Archives/edgar/data/1671568/000167156816000001/primary_doc.xml
0001671568,Blackstone Tactical Opportunities Fund - H L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,David Blitzer,Chief Investment Officer of the Sole Member of the GP.,https://www.sec.gov/Archives/edgar/data/1671568/000167156816000001/primary_doc.xml
0001671568,Blackstone Tactical Opportunities Fund - H L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Christopher James,Chief Operating Officer of the Sole Member of the GP.,https://www.sec.gov/Archives/edgar/data/1671568/000167156816000001/primary_doc.xml
0001671568,Blackstone Tactical Opportunities Fund - H L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,John Finley,Chief Legal Officer of the Sole Member of the GP.,https://www.sec.gov/Archives/edgar/data/1671568/000167156816000001/primary_doc.xml
0001671568,Blackstone Tactical Opportunities Fund - H L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Christopher Striano,Chief Financial Officer of the Sole Member of the GP.,https://www.sec.gov/Archives/edgar/data/1671568/000167156816000001/primary_doc.xml
0001671568,Blackstone Tactical Opportunities Fund - H L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Omar Rehman,Chief Compliance Officer and Secretary of the Sole Member of the GP.,https://www.sec.gov/Archives/edgar/data/1671568/000167156816000001/primary_doc.xml
0001726109,Blackstone Tactical Opportunities Fund - HL L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,N/A Blackstone Tactical Opportunities Associates L.L.C.,"The General Partner (the ""GP"") of the Issuer.",https://www.sec.gov/Archives/edgar/data/1726109/000172610918000001/primary_doc.xml
0001726109,Blackstone Tactical Opportunities Fund - HL L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,N/A BTOA L.L.C.,The Sole Member of the GP.,https://www.sec.gov/Archives/edgar/data/1726109/000172610918000001/primary_doc.xml
0001726109,Blackstone Tactical Opportunities Fund - HL L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,David Blitzer,Chief Investment Officer of the Sole Member of the GP.,https://www.sec.gov/Archives/edgar/data/1726109/000172610918000001/primary_doc.xml
0001726109,Blackstone Tactical Opportunities Fund - HL L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Christopher James,Chief Operating Officer of the Sole Member of the GP.,https://www.sec.gov/Archives/edgar/data/1726109/000172610918000001/primary_doc.xml
0001726109,Blackstone Tactical Opportunities Fund - HL L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,John Finley,Chief Legal Officer of the Sole Member of the GP.,https://www.sec.gov/Archives/edgar/data/1726109/000172610918000001/primary_doc.xml
0001726109,Blackstone Tactical Opportunities Fund - HL L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Christopher Striano,Chief Financial Officer of the Sole Member of the GP.,https://www.sec.gov/Archives/edgar/data/1726109/000172610918000001/primary_doc.xml
0001726109,Blackstone Tactical Opportunities Fund - HL L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Omar Rehman,Chief Compliance Officer and Secretary of the Sole Member of the GP.,https://www.sec.gov/Archives/edgar/data/1726109/000172610918000001/primary_doc.xml
0001650294,Blackstone Tactical Opportunities Fund II - T L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,-- Blackstone Tactical Opportunities Associates L.L.C.,"The General Partner (the ""GP"") of the Issuer.",https://www.sec.gov/Archives/edgar/data/1650294/000165029415000001/primary_doc.xml
0001650294,Blackstone Tactical Opportunities Fund II - T L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,-- BTOA L.L.C.,The Sole Member of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1650294/000165029415000001/primary_doc.xml
0001650294,Blackstone Tactical Opportunities Fund II - T L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Stephen Schwarzman,of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1650294/000165029415000001/primary_doc.xml
0001650294,Blackstone Tactical Opportunities Fund II - T L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Hamilton James,of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1650294/000165029415000001/primary_doc.xml
0001650294,Blackstone Tactical Opportunities Fund II - T L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,J. Tomilson Hill,of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1650294/000165029415000001/primary_doc.xml
0001650294,Blackstone Tactical Opportunities Fund II - T L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,John Finley,of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1650294/000165029415000001/primary_doc.xml
0001650294,Blackstone Tactical Opportunities Fund II - T L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Christopher James,of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1650294/000165029415000001/primary_doc.xml
0001650294,Blackstone Tactical Opportunities Fund II - T L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Matthew Skurbe,of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1650294/000165029415000001/primary_doc.xml
0001650294,Blackstone Tactical Opportunities Fund II - T L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,John Magliano,of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1650294/000165029415000001/primary_doc.xml
0001650294,Blackstone Tactical Opportunities Fund II - T L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Kathleen Skero,of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1650294/000165029415000001/primary_doc.xml
0001650294,Blackstone Tactical Opportunities Fund II - T L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Christopher Striano,of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1650294/000165029415000001/primary_doc.xml
0001624939,Blackstone Tactical Opportunities Fund II L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,N/A Blackstone Tactical Opportunities Associates II L.L.C.,"The General Partner (the ""GP"") of the Issuer.",https://www.sec.gov/Archives/edgar/data/1624939/000162493916000002/primary_doc.xml
0001624939,Blackstone Tactical Opportunities Fund II L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,N/A BTOA II L.L.C.,The General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1624939/000162493916000002/primary_doc.xml
0001624939,Blackstone Tactical Opportunities Fund II L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Stephen Schwarzman,Executive Officer of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1624939/000162493916000002/primary_doc.xml
0001624939,Blackstone Tactical Opportunities Fund II L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Hamilton James,Executive Officer of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1624939/000162493916000002/primary_doc.xml
0001624939,Blackstone Tactical Opportunities Fund II L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,John Finley,Executive Officer of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1624939/000162493916000002/primary_doc.xml
0001624939,Blackstone Tactical Opportunities Fund II L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,John Magliano,Executive Officer of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1624939/000162493916000002/primary_doc.xml
0001624939,Blackstone Tactical Opportunities Fund II L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,David Blitzer,Executive Officer of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1624939/000162493916000002/primary_doc.xml
0001624939,Blackstone Tactical Opportunities Fund II L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Christopher James,Executive Officer of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1624939/000162493916000002/primary_doc.xml
0001624939,Blackstone Tactical Opportunities Fund II L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,J. Tomilson Hill,Executive Officer of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1624939/000162493916000002/primary_doc.xml
0001624939,Blackstone Tactical Opportunities Fund II L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Christopher Striano,Executive Officer of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1624939/000162493916000002/primary_doc.xml
0001624939,Blackstone Tactical Opportunities Fund II L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Matthew Skurbe,Executive Officer of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1624939/000162493916000002/primary_doc.xml
0001624939,Blackstone Tactical Opportunities Fund II L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Kathleen Skero,Executive Officer of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1624939/000162493916000002/primary_doc.xml
0001624939,Blackstone Tactical Opportunities Fund II L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Omar Rehman,Executive Officer of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1624939/000162493916000002/primary_doc.xml
0001624939,Blackstone Tactical Opportunities Fund II L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,N/A Blackstone Tactical Opportunities Associates II L.L.C.,"The General Partner (the ""GP"") of the Issuer.",https://www.sec.gov/Archives/edgar/data/1624939/000162493915000001/primary_doc.xml
0001624939,Blackstone Tactical Opportunities Fund II L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,N/A BTOA II L.L.C.,The General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1624939/000162493915000001/primary_doc.xml
0001624939,Blackstone Tactical Opportunities Fund II L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Stephen Schwarzman,Executive Officer of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1624939/000162493915000001/primary_doc.xml
0001624939,Blackstone Tactical Opportunities Fund II L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Hamilton James,Executive Officer of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1624939/000162493915000001/primary_doc.xml
0001624939,Blackstone Tactical Opportunities Fund II L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,John Finley,Executive Officer of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1624939/000162493915000001/primary_doc.xml
0001624939,Blackstone Tactical Opportunities Fund II L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,John Magliano,Executive Officer of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1624939/000162493915000001/primary_doc.xml
0001624939,Blackstone Tactical Opportunities Fund II L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,David Blitzer,Executive Officer of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1624939/000162493915000001/primary_doc.xml
0001624939,Blackstone Tactical Opportunities Fund II L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Christopher James,Executive Officer of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1624939/000162493915000001/primary_doc.xml
0001624939,Blackstone Tactical Opportunities Fund II L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,J. Tomilson Hill,Executive Officer of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1624939/000162493915000001/primary_doc.xml
0001624939,Blackstone Tactical Opportunities Fund II L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Christopher Striano,Executive Officer of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1624939/000162493915000001/primary_doc.xml
0001624939,Blackstone Tactical Opportunities Fund II L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Matthew Skurbe,Executive Officer of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1624939/000162493915000001/primary_doc.xml
0001624939,Blackstone Tactical Opportunities Fund II L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Kathleen Skero,Executive Officer of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1624939/000162493915000001/primary_doc.xml
0001624939,Blackstone Tactical Opportunities Fund II L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Omar Rehman,Executive Officer of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1624939/000162493915000001/primary_doc.xml
0001624939,Blackstone Tactical Opportunities Fund II L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,N/A Blackstone Tactical Opportunities Associates II L.L.C.,"The General Partner (the ""GP"") of the Issuer.",https://www.sec.gov/Archives/edgar/data/1624939/000162493914000001/primary_doc.xml
0001624939,Blackstone Tactical Opportunities Fund II L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,N/A BTOA II L.L.C.,The General Partner of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1624939/000162493914000001/primary_doc.xml
0001624939,Blackstone Tactical Opportunities Fund II L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Stephen Schwarzman,Executive Officer of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1624939/000162493914000001/primary_doc.xml
0001624939,Blackstone Tactical Opportunities Fund II L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Hamilton James,Executive Officer of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1624939/000162493914000001/primary_doc.xml
0001624939,Blackstone Tactical Opportunities Fund II L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,John Finley,Executive Officer of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1624939/000162493914000001/primary_doc.xml
0001624939,Blackstone Tactical Opportunities Fund II L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,John Magliano,Executive Officer of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1624939/000162493914000001/primary_doc.xml
0001624939,Blackstone Tactical Opportunities Fund II L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Laurence Tosi,Executive Officer of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1624939/000162493914000001/primary_doc.xml
0001624939,Blackstone Tactical Opportunities Fund II L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,David Blitzer,Executive Officer of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1624939/000162493914000001/primary_doc.xml
0001624939,Blackstone Tactical Opportunities Fund II L.P.,Limited Partnership,Pooled Investment Fund,DELAWARE,Christopher James,Executive Officer of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1624939/000162493914000001/primary_doc.xml
0001712940,Blackstone Tactical Opportunities Fund III - Lux SCSp,Limited Partnership,Pooled Investment Fund,LUXEMBOURG,n/a Blackstone Tactical Opportunities Associates (Lux) GP S.a.r.l,"The General Partner (the ""GP"") of the Issuer.",https://www.sec.gov/Archives/edgar/data/1712940/000171294019000001/primary_doc.xml
0001712940,Blackstone Tactical Opportunities Fund III - Lux SCSp,Limited Partnership,Pooled Investment Fund,LUXEMBOURG,n/a BTOA III Lux L.L.C.,The Sole Shareholder of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1712940/000171294019000001/primary_doc.xml
0001712940,Blackstone Tactical Opportunities Fund III - Lux SCSp,Limited Partnership,Pooled Investment Fund,LUXEMBOURG,Kevin Kelly,Manager of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1712940/000171294019000001/primary_doc.xml
0001712940,Blackstone Tactical Opportunities Fund III - Lux SCSp,Limited Partnership,Pooled Investment Fund,LUXEMBOURG,Vijay Bharadia,Manager of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1712940/000171294019000001/primary_doc.xml
0001712940,Blackstone Tactical Opportunities Fund III - Lux SCSp,Limited Partnership,Pooled Investment Fund,LUXEMBOURG,John Sutherland,Manager of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1712940/000171294019000001/primary_doc.xml
0001712940,Blackstone Tactical Opportunities Fund III - Lux SCSp,Limited Partnership,Pooled Investment Fund,LUXEMBOURG,Omar Rehman,Manager of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1712940/000171294019000001/primary_doc.xml
0001712940,Blackstone Tactical Opportunities Fund III - Lux SCSp,Limited Partnership,Pooled Investment Fund,LUXEMBOURG,n/a Blackstone Tactical Opportunities Associates (Lux) GP S.a.r.l,"The General Partner (the ""GP"") of the Issuer.",https://www.sec.gov/Archives/edgar/data/1712940/000171320618000003/primary_doc.xml
0001712940,Blackstone Tactical Opportunities Fund III - Lux SCSp,Limited Partnership,Pooled Investment Fund,LUXEMBOURG,n/a BTOA III Lux L.L.C.,The Sole Shareholder of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1712940/000171320618000003/primary_doc.xml
0001712940,Blackstone Tactical Opportunities Fund III - Lux SCSp,Limited Partnership,Pooled Investment Fund,LUXEMBOURG,Kevin Kelly,Manager of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1712940/000171320618000003/primary_doc.xml
0001712940,Blackstone Tactical Opportunities Fund III - Lux SCSp,Limited Partnership,Pooled Investment Fund,LUXEMBOURG,Vijay Bharadia,Manager of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1712940/000171320618000003/primary_doc.xml
0001712940,Blackstone Tactical Opportunities Fund III - Lux SCSp,Limited Partnership,Pooled Investment Fund,LUXEMBOURG,John Sutherland,Manager of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1712940/000171320618000003/primary_doc.xml
0001712940,Blackstone Tactical Opportunities Fund III - Lux SCSp,Limited Partnership,Pooled Investment Fund,LUXEMBOURG,Omar Rehman,Manager of the GP of the Issuer.,https://www.sec.gov/Archives/edgar/data/1712940/000171320618000003/primary_doc.xml
